,电影名称,评论人,星级,评论时间,题目,评论内容,有用,没用,回应,地理位置,情绪
88,变形金刚3的影评 (1590),simplemario,2,2011-07-24 15:55:26,看这么多影评，都是他妈的扯淡,看了这些影评，每一个都在说广告植入如何如何多，剧情如何如何烂。这尼玛我就郁闷了，剧情烂不是这种片子的一贯作风么。变形3本来就不是看剧情的片子，一个枪手出来骂剧情烂，一堆人就跟在后面吹毛求疵。有种你别去看啊，看了还唧唧歪歪的。你小时候看的天线宝宝，你现在过...                     ,10.0,2.0,15回应,,0.24867330955178324
89,变形金刚3的影评 (1590),拜女神♂有工作,2,2011-07-24 15:55:26,我就这么盲目地喜欢着怎么了！,好吧广州万达IMAX，7月22日10:00PM。Transformers: Dark of the Moon。第一排真的不是什么好选择，可我已经很早去排队了能有十点场得票已经不错了，于是，第一次IMAX，灾难般的体验……不过，我终究是看过了。 今天坐地铁时看到导演说植入广告只是为了达到一种喜剧效果。啊呸！...                     ,1.0,2.0,4回应,,0.7054167815860991
90,变形金刚3的影评 (1590),黄大,2,2011-07-24 15:55:26,一场华丽的3D视觉盛宴,文/黄大 　　 　　 从影院走出来，意识还停留在电影里，一时无法还原。午夜的北京显得那么宁静，望着周围时而来往的车辆和昏暗光影里的高楼大厦，总觉得变形金刚们就潜伏在黑暗里，一场激战即将爆发。路口远远走过来一个女孩，胸前衣襟上镶嵌的塑料片儿在路灯下反射着光亮，让...                     ,2.0,,1回应,北京,0.9919667832534842
91,变形金刚3的影评 (1590),西峰秀色,2,2011-07-24 15:55:26,仅仅向我的童年致敬,本来还纠结于是打三星还是四星，但突然感觉自己很可笑，毕竟已经过了什么都在乎一下的年龄，毕竟以后还会有更多的好电影等着我，没有必要纠缠于一部只是为了弥补童年梦想的影片，这部电影只是放大了我个人儿时怀旧预期的影片罢了。  基于上述考虑，剧情我不再叙述，因为过于凌...                     ,1.0,,3回应,北京,0.9846094010952697
92,变形金刚3的影评 (1590),游泳鱼,2,2011-07-24 15:55:26,烂透了,《变形金刚3》你有脸叫变形金刚吗，我都不好意思和别人说我看了变形3。除了有点3D效果，在3D泛滥的今天，电影真没什么可值得骄傲的地方，以后少拿3D来骗观众的钱。  第三集剧情烂的一塌糊涂。第一集，山姆还只一名情窦初开的高中生。第二集，山姆享受多姿多彩的大学生活。无论...                     ,1.0,,1回应,福建三明,0.1643254131626326
93,变形金刚3的影评 (1590),念才,2,2011-07-24 15:55:26,诺兰新片《变形金刚X》,这篇影评可能有剧透                        突然发现《变形金刚》系列拍的太不深刻了。为什么？你想，哪有一个永远绝对正确的擎天柱呢？人会犯错，机器会发生故障，这个道理是如此浅显，只是我们一直停留在二十年前的漫画故事里不肯出来。  　　  　　如果是我写续集，那么一百年后，汽车人将堕落成霸天虎，而霸天虎则进...                     ,2.0,,6回应,浙江杭州,0.989140700469359
94,变形金刚3的影评 (1590),小白免,2,2011-07-24 15:55:26,巨幅广告片,前一个小时各种莫名其妙，无主线无逻辑无剧情，想骂都不知道骂点啥好。就算梅根福克斯脾气不咋地不被导演待见吧，不可否认她真是sooooooo hot滴银儿啊，3的女主是咋回事啊，塞钱了吧，潜规则也不潜这样的啊，闹瞎我的钛合金狗眼有木有！这片叫变形金刚啊，弄一堆破人上蹿下跳是...                     ,,,0回应,北京,0.31376532569209437
95,变形金刚3的影评 (1590),贤君哲匠,2,2011-07-24 15:55:26,什么叫无奈,什么叫无奈？ 当我打着哈欠，从兜里拿出我的手机。 “噢，半个小时了。”“1个小时了。”“快90分钟了。”  这个时候，我心里想的是。。。机器人呢？变形金刚呢？ 我看到的，仅仅是几个罗嗦扯皮的配角、一个卖肉的女主还有一个抽风的男主角。没有了！没有了。。。  机器人们简...                     ,1.0,,3回应,天津,0.4859154929577464
96,变形金刚3的影评 (1590),康斯坦丁,2,2011-07-24 15:55:26,选择迈克尔·贝就是一个错误,和前面几部一样差，真不应该找迈克尔·贝来拍这个系列，明显他不是擅长这块的，明明应该是机器人为主角的电影，他偏偏拍成都是人类的故事，影片最差的还不仅是这些，打斗还是一样的乱，可以说打了三集，每个机器人的特点还是不能鲜明表现出来，非常讨厌那种触须和尖角的设...                     ,1.0,,0回应,"<img src=""https://img1.doubanio.com/icon/user_normal.jpg"" alt=""[已注销]""/>",0.8270079634397708
97,变形金刚3的影评 (1590),天祥宋瑞,2,2011-07-24 15:55:26,一个狠狠抽打在带路党脸上的响亮耳光~~~~电影《变形金刚3》,——起先是因为90周年大庆而推迟了档期，然后是各种无聊、保守的评论见诸网文，有一次还被某人恶意剧透了一下，加上7月底事多、8月份天热~~~~~总之，期待的过程实在郁闷的可以。但我还是等到最后，在抄底的时间段去看了3D版的北美大片万众瞩目的《变形金刚3》，惊喜的发现，《...                     ,3.0,1.0,3回应,北京,0.8658309034381123
98,变形金刚3的影评 (1590),Batiga,2,2011-07-24 15:55:26,我不明白花那么多钱和时间的做出这个东西意义在哪里,这已经不是没情节或者什么扯淡剧情切诺贝利或者做广告的问题了啊 是价值观从根本出现了问题啊，从一开始就是战争，美国人在银幕上无比快乐地宣扬着一切问题都要靠战争解决！！这次干脆连什么温情幸福生活幌子都不打，直接开始分分秒秒淋漓尽致战斗，整整两个小时。从每一个细节...                     ,2.0,,0回应,上海,0.3108800966843037
99,变形金刚3的影评 (1590),mymike,2,2011-07-24 15:55:26,老贝，你搞毛啊亲？！,老贝，你大张旗鼓的做联想广告，我们忍了；做思科广告，我们忍了；甚至你那么恶心的做伊利舒化奶的广告，我们也忍了。可是我们要看的是《变形金刚》，不是《芝加哥之战》啊！  老贝，你知不知道观众要看什么？观众要看金刚大战啊！你整那么多人类的战斗场景干什么？擎天柱vs威...                     ,1.0,,0回应,上海,0.3799066084611167
100,变形金刚3的影评 (1590),Quinn,3,2011-08-08 11:10:10,《变形金刚3》：流水的电影，铁打的金刚,文/是俊     四年前我觉得《变形金刚》是影迷电影，对于从小毛玩具都没有的妞来说，不具备一种贱贱的怀念童年的先决吸引力。从那部电影我知道迈克尔·贝——哦，大片导演，爱打仗，爱美女，爱狗血好莱坞。到今年看《变形金刚3》的时候，我才发现这个系列其实是G点电影。它贱贱...                     ,2.0,,0回应,杨三恨,0.9850431549892483
101,变形金刚3的影评 (1590),岚羽,3,2011-08-08 11:10:10,五星那是因为IMAX……二次更新于8月13,这篇影评可能有剧透                        会给五颗星，跟剧本没有一毛钱的关系（如果这片子还有剧本的话）……是因为片子的特效做得很到位，而我看的是IMAX版震撼得惊心动魄效果超好 有一颗星星是专门给萌神小蜜蜂BBB的，我实在太偏爱他了  其实我很想说第一部真人版电影真的是非常经典……对其中的三四个段落总是反反...                     ,2.0,,0回应,福建厦门,0.061105472264060934
102,变形金刚3的影评 (1590),加书亚,3,2011-08-08 11:10:10,《变形金刚3》：童谣时代的家园,文/加书亚     我倾向于把《变形金刚3》在中国影院的火爆票房视为一种特殊现象，它是好莱坞电影商业运作中的一个特例。零点点映票房破千万，首日票房近亿，四天四亿，这些“奇迹”都远超去年那部“神作”《阿凡达》。这真让人唏嘘不已！虽然《变形金刚》并非一部完全针对中国市...                     ,1.0,,1回应,江苏苏州,0.9713400890796972
103,变形金刚3的影评 (1590),peter,3,2011-08-08 11:10:10,柱子哥呀，你怎么成了欺师灭祖之辈+人类的傀儡,看完变3，忍不住注册一个账号来说2句。 首先我是变形金刚迷，美特斯邦威的擎天柱T恤衫现在还穿着，可是看完电影以后想把它扔了。  大黄蜂帮美国鬼子打恐怖分子我就不说了，你擎天柱是金刚的领袖，御天敌老师有机会没杀你，威震天更是在关键时刻“拔刀相助”，你怎么忍心反而至...                     ,2.0,,1回应,,0.399565695282301
104,变形金刚3的影评 (1590),安之,3,2011-08-08 11:10:10,意料中的结局，意料之外的俗烂~~~~,看之前做好了只看场面不看剧情的打算，看开头还稍微欣赏了下女主角的身材跟脸蛋，看到一半审美疲劳小睡了下，看到结尾···············我想说·······如果再出4的话，打死我（哦，打死还是要去看的，还是打半死吧）我都不会再看了············...                     ,2.0,,0回应,广东深圳,0.9950450947596651
105,变形金刚3的影评 (1590),汤舸,3,2011-08-08 11:10:10,不管你信不信，我反正信了 （本文超长，慎入）,不管你信不信，我反正信了 （本文超长，慎入）   我又一次在电影院几乎要睡着了。 这种困倦从变一，持续到变二，再持续到变三，无一例外。而我居然也傻逼呵呵地一直持续看了下来。因此，我只能把这种行为当作对童年一去不返的时光的致敬，否则我也无法解释自己明知是错，还要义...                     ,2.0,,2回应,上海,0.4615376406798851
106,变形金刚3的影评 (1590),贝阿朵莉切,3,2011-08-08 11:10:10,变形金刚3——十万只神马……,这篇影评可能有剧透                        1.Sam……你还记得大明湖畔和你出生入死的Megan Fox么……这只新的金毛卖肉妞从哪冒出来的……感情基础何在……  2.天朝威武……Lenovo一举占领美国市场也就罢了……怎么连汉字包装的伊利营养舒化奶都能出口到美国…………美国人你敢喝三鹿不敢……  3.汽车人可以不管……霸天...                     ,2.0,,1回应,,0.8580816107483722
107,变形金刚3的影评 (1590),Hakuna Matata,3,2011-08-08 11:10:10,原来都是蒙牛干的！,看完变3的感受：大黄蜂永远爱着男猪脚，威震天永远爱着擎天柱，美军已经不屑与人类打仗了，人类已经无法阻挡中国企业称霸世界了~一星献给蒙牛，没错！就是蒙牛！太好的商业广告间谍策划了！像那个喝伊利的是全篇唯一一个死掉了的~无形当中把伊利抹黑的一览无疑~                       ,2.0,,0回应,,0.29318626895577427
108,变形金刚3的影评 (1590),Lynn,3,2011-08-08 11:10:10,不看可惜，看了也可惜的电影,变三来了，格瓦拉都快瘫痪了，IMAX 3D又抢手了......我再也不要坐前排看IMAX了，以后买不到10排以后的都不考虑看IMAX了。前一个半小时，我得使多大劲才能控制住我翻江倒海的胃啊........还好，在江桥这个郊区地方，我买的是打折时段的票，也算是对的起80元的票价了。  剧情，不...                     ,4.0,2.0,0回应,拳王,0.8448435945427576
109,变形金刚3的影评 (1590),咸菜一颗,3,2011-08-08 11:10:10,这是一部场面宏大效果超级豪华的搞笑巨片！,这篇影评可能有剧透                        　　昨天去看变3了  　　半夜忍不住在群里吐槽  　　糗友帮我整理了这段影评～～  　　这片子简直太搞笑了  　　我记性不好。。。可能故事结构会有些乱。。大家凑合看看  　　别太较真~~  　　  　　首先。。。汽车人从头到尾。。没什么作用。。都是打酱油的  　　全是人类在东...                     ,2.0,,10回应,上海,0.8945767393020644
110,变形金刚3的影评 (1590),小竹,3,2011-08-08 11:10:10,I HAVE A DREAM,I HAVE A DREAM 有一天，我想去统治 一个只有蚂蚁的星球 在那里，让蚂蚁把那个星球 建成我的地球	 要去建 长城故宫东方明珠鸟巢京沪高铁水立方三峡大坝 还有还有还有还有 黄山黄河喜马拉雅植树造林绿化祖国 你们别笑 这是一个好点子 在2011年的那个夏天 一个叫御天敌的 变形金...                     ,2.0,,0回应,,0.1922161652327521
111,变形金刚3的影评 (1590),7Lee,3,2011-08-08 11:10:10,人定胜天,这篇影评可能有剧透                        1.此片和前两部一样，依旧不适合有恋旧情结的TF发烧友观看，会伤你们的感情的。比较适合对80年代TF动画片没有太多印象的朋友观看，因为除了角色身份稍微延续了原作设定外，其他基本全是旧瓶酿的新酒。 2.机体设计不像TF，而更像异形。美学价值取向，由工业时代的机械美学转向后...                     ,1.0,,4回应,家琨建築,0.7089001435255239
112,变形金刚3的影评 (1590),乐哈哈矿泉水,3,2011-08-08 11:10:10,为了看变形金刚我可以忍，但是你侮辱80后美好回忆就是不行！,混乱的剧情，混乱的节奏，混乱的人物，混乱的音效。尊敬的贝导，我也是变1、变2、变3、看过来的，这第三部杂能拍出这种水平！      好吧，我不和你计较剧情。作为一个动作迷《变形金刚3》唯一的卖点：动作场面也只不过是刚刚达到及格水平。动作设计更是毫无新意，又有很大的...                     ,2.0,,3回应,,0.8214300420958817
113,变形金刚3的影评 (1590),2b在手其乐无穷,3,2011-08-08 11:10:10,人类再也不能阻止中国企业走向宇宙了！,看见男猪睡眼惺忪的穿着那件mtee，我就知道这部片子不简单！然后随着伊利舒化奶的给力演出和联想的大段镜头，恩，这果真是部大片！     女猪挺美~前凸后翘，就是肌肉发达了点儿，男猪在她旁边像个小鸡什么的。     影片接近3个小时，如果赶时间的观众后一个小时去看就行...                     ,2.0,,0回应,山东济南,0.9997777752333391
114,变形金刚3的影评 (1590),熊点点儿,3,2011-08-08 11:10:10,我疲劳你徒劳,每次去电影院看《变形金刚》，感觉就像是去红灯区爽了一把（从没去过那里），爽完了内心便是巨大的空虚与无助，前两次都是这样，而这一次，我连爽的感觉都没有了。     作为《变形金刚》系列的完结篇，导演迈克尔•贝显然是拿出了所有的热情，150分钟的片长，以及最后...                     ,2.0,,0回应,,0.7159768025103203
115,变形金刚3的影评 (1590),Suetong,3,2011-08-08 11:10:10,"一定要看IMAX 3D, 因为除了动画，什么都没有。",纯纯的吐槽贴--这部电影教育我们，人类完全是龙套。 一个精明能干的女淫，点出了爱马仕蛇皮包之后，就成了陪衬。 一个疯疯癫癫的亚洲男淫（《宿醉》里面的小亚洲），喝完了伊利营养奶之后，成了炮灰。 你看看人家好莱坞就是牛啊，广告人家都不整路过晃过这回事儿，要打广告就直...                     ,2.0,,2回应,香港,0.9199573259874478
116,变形金刚3的影评 (1590),允承,3,2011-08-08 11:10:10,剧透大概情节,这篇影评可能有剧透                        本人于HK开会顺便看的 反正对于这个片子大家都会去看的，给MB捧场，但是看完后，套用烂番茄上的一句话“全身上下只有眼睛被爽到了”。情节前1/3不错，后面么真是各种不合理……本人记得不是非常清楚，敬请拍砖。  1.cybertron内战，狂派胜利，博派首领御天敌带着上百个可开启时...                     ,2.0,,6回应,Estelle,0.9770543882731519
117,变形金刚3的影评 (1590),丸子睡不着,3,2011-08-08 11:10:10,忍不住来吐吐槽（丸子豆瓣一期）,这篇影评可能有剧透                        自从上回看了生化危机4写了篇巨长的咒骂坑爹的观后感后，好久没想过要吐槽一部电影了。  主要是懒：  3D加勒比海盗4？坑爹！动笔都觉得恶心！  第四号目标？还行。就不批了，主角挺帅  洛杉矶之战？还行。美式英雄主义  美少女特工队？这个。。。Cult幻想片的出色之作，但是想...                     ,2.0,,1回应,,0.915129575653036
118,变形金刚3的影评 (1590),bruce,3,2011-08-08 11:10:10,又一部暑假爆米花大片,"在变1勾起一帮老爷们苦逼得童年回忆时,大家集体亢奋了,在美国大兵的牵头下大家集体欢呼那一声让菊花一紧,虎躯一震的""变形"",以前只有几分钟装范的老贝翻身把歌唱,几个小时的烧钱可以说是赚了个肥头大耳.热度未消,出续集一向是好莱坞的屡试不爽的捞钱手段.万众期待中2滚滚而来,虽...                     ",1.0,,1回应,,0.8488672223862838
119,变形金刚3的影评 (1590),芝士奶盖,3,2011-08-08 11:10:10,分手的时候记得把兔腿留给我！！,这篇影评可能有剧透                        于是早晨在床上扭捏地赖了一会床以后被手机闹铃叫醒，早饭都没有来得及吃就跑去看电影了... 匆匆忙忙赶了电梯买了土豆泥以后就欢乐地去看电影了，还剩5分钟开场。 门口的检票Anutie递给了我一副眼镜？！啥，原来我买的票是3D的？！ 【不是3D imax，也不是我想要的的digital？！...                     ,2.0,1.0,1回应,Singapore,0.9929479328213686
120,变形金刚3的影评 (1590),Sean,3,2011-07-01 15:28:03,关于变形金刚3的17条狗血剧情，严重剧透慎入,这篇影评可能有剧透                        1.	擎天柱的货车形态被震荡波章鱼推到，两次，开头一次结尾一次，所以后面他出场都是用飞的 2.	擎天柱的车厢变形过一次，圆形的门，他只是从中拿了一把刀和一个盾 3.	威震天两次变形后都将破布摔在地上，那块布是用来遮掩他上一部中被擎天柱打伤的脑袋 4.	威震天很颓废，只能吼...                     ,2.0,,3回应,,0.9488377521514986
121,变形金刚3的影评 (1590),negallee,3,2011-07-01 15:28:03,终于有个够分量的对手了,已经是第三部了。技术更加进步了。      开头是美苏登月的竞赛和发现，导演挺有想象力的。其实登月只是为了探索飞船，阿姆斯特朗躺枪啊。      然后就是主角毕业了，蹬了前两部的机车妹，换了一个新的火辣女友，身材超赞。可是毕业三个月还没找到工作，女友却已经是开着20...                     ,,,0回应,,0.7112820265823449
122,变形金刚3的影评 (1590),sunking,3,2011-07-01 15:28:03,评论变形金刚3 Transformers: Dark of the Moon,其实还是不错的，包括开头还有中间。阿波罗登月这点破事已经被导演们反复拍了各种版本，有上去找宝藏的，有上去找外星人的，这回又上去找变形金刚去了。剧情有些垃圾，机器人的造型也丑点，原来机器人老头也会有胡子，囧啊~~威震天惨了点，但还真坚强，上一集被擎天柱扯成好几...                     ,,,0回应,,0.41264292253599966
123,变形金刚3的影评 (1590),卡普拉翼神,3,2011-07-01 15:28:03,止步不前的汽车人-《变形金刚3-月黑之时》观后,感觉不错，和前两部一样精彩。 但是此处要注意：这句话的关键词不是“精彩”二字，而是“和前两部一样”。  一，画面。 作为一个以动作场面为主要卖点的影片，画面自然永远是《变3》永远的命脉，没有之一。两个半钟头下来，动作戏照样过瘾，照样热血淋漓。画面的水准没有任何的...                     ,,,0回应,,0.9636279957925222
124,变形金刚3的影评 (1590),cavalry,3,2011-07-01 15:28:03,编剧当真无脑,已经有了不靠谱特工这个成功的插科打诨角色，这一部又加了一个同类型的法式老板，太过了，其实对影片的影响比更换女主角更严重。 擎天柱在背叛自己种族的路上走出了最终一步，应该算是成功毁掉了塞伯坦吧，最后时刻连杀擎天柱和自己老师算不算给人族的投名状？作为对比的人族叛...                     ,,,0回应,,0.31410187341271745
125,变形金刚3的影评 (1590),小众电影,3,2011-07-01 15:28:03,《变形金刚3（Transformers: Dark of the Moon）》：不同的世界，同一个梦想,这篇影评可能有剧透                        版权声明：转载时请以超链接形式标明文章原始出处和作者信息及本声明 http://qfmeng.blogbus.com/logs/164388896.html  Transformers: Dark of the Moon (2011)  我看电影从来不去电影院，觉得不值得。比如这部视觉大片，在电脑上看完之后才庆幸没有花钱去看，太坑爹了。在我来...                     ,1.0,,0回应,黑龙江哈尔滨,0.9930355586200761
126,变形金刚3的影评 (1590),LoVell,3,2011-07-01 15:28:03,在任何世界里，風暴中總會有平靜。,或许我是唯一一个看变形金刚看到痛哭流涕的人。 友情，爱情，亲情，爱与和平，希望，相信，坚强，勇敢，这是我从这部影片里看到的所有。 实话说，对变形金刚这部动画片已经没有太多的印象，作为一名女孩子，我小时候还是更钟爱花仙子。  而如今对变形金刚的喜爱，或许更大的是...                     ,,,3回应,,0.43919292022094647
127,变形金刚3的影评 (1590),武束衣,3,2011-07-01 15:28:03,粉酬定律的背反,变形金刚3：粉酬定律的背反       --本文几乎不是影评。       不管争议多激烈，《变形金刚》真人电影系列的特点在某些方面具有难以忽视的代表性，于是抖着胆子和腮帮子，参照吴思“血酬定律”生造了这么一个新词，试图勾勒些乱象中的规律。若啰嗦程度过分，只怪午夜咖啡效...                     ,2.0,1.0,4回应,北京,0.5787530626702889
128,变形金刚3的影评 (1590),马克兔温,3,2011-07-01 15:28:03,颂扬女战神的广告大片,抱着看国产广告宣传片的心态还是被一上来印着大MBlogo的TEE雷了外焦里嫩，各种广告太明显了啊，伊利联想太牛了，温柔的秒杀霸气的hermes铂金包和慌乱登场地LV啧啧啧~ 喂主角不是雪铁龙吗，大反派的梅德赛斯也拍得太正太清晰了吧XD  那个华裔深喉实在是太有想法了哈哈我喜欢！内...                     ,,,0回应,北京,0.31708170181561846
129,变形金刚3的影评 (1590),静静的生活,3,2011-07-01 15:28:03,顶着枪林弹雨支持我的变形金刚,这篇影评可能有剧透                        写在前面的废话：  在看片之前，除了电影群里一些变形金刚的资深粉丝表示一定要去看IMAX，我听到身边所有看过朋友的一片骂声，可惜我是个固执的人，有着一颗大家都厌我独爱，大家都爱我独厌的心，也一定要去华星看IMAX，看的是最后一排最靠边的位置，周一的下午，满场，还是满...                     ,1.0,,1回应,湖北武汉,0.9275769204304684
130,变形金刚3的影评 (1590),范典,3,2011-07-01 15:28:03,《变形金刚3》：一盘讨好中国人的大杂烩,《变形金刚3》：一盘讨好中国人的大杂烩  范典/文  	 上一次看《阿凡达》去了个很差劲影院，结果严重影响我对3D影片产生抵制心理。《变形金刚3》进的是3D IMAX影厅，坐最后一排，那屏幕上的人物就在手指能触到的位置，逼真得大气不敢喘。 	 《变形金刚》绝对有其独特的召唤力，...                     ,1.0,,0回应,浙江杭州,0.27751326035404855
131,变形金刚3的影评 (1590),翁小样,3,2011-07-01 15:28:03,《变形金刚3》监片帖-上海,1）2011年7月22日，新恒星4厅，16：25场，9排7座。  　　  2）团购，29元，提前三刻钟换票。  　　  3）上座率目测五成不到，主要大部分人都没下班。 　　  4）好几对情侣，明显男生看得比较起劲，女生兴趣缺缺，中途好几个女生出去上厕所 。 　　  5）竟然没有《一代宗师》的...                     ,,,0回应,上海,0.6712519559442962
132,变形金刚3的影评 (1590),hileon,3,2011-07-01 15:28:03,擎天柱你这个叛徒,"擎天柱你这个叛徒这是我看完变3之后对这个老大的最深感受.  作为汽车人的首领,擎天柱在地球上乐不思蜀,似乎完全不关心自己的家乡赛伯顿和那里的人们. 倒是打着自由的口号,来保护地球人.这样似乎很有老美的国际主义的情节. 但是你也不想你是从哪里来的? 换个位置想想,你如果是人...                     ",1.0,,1回应,上海,0.44767845850986676
133,变形金刚3的影评 (1590),Bambus,3,2011-07-01 15:28:03,在可有可无的女主角一路白衣带领下，正义不得不战胜了邪恶,1、永远都不记得“前几部”演了什么的B sir不得不翻出两年前和四年前的影评（看到自己在《变2》影评中也大言不惭的提到了“管它两年前《变1》演的啥，当下的《变2》才最重要——虽然我知道两年后《变3》出来的时候，我很有可能也会忘记《变2》演的啥... ”时，只能悄悄地说，我...                     ,,,3回应,广东深圳,0.9998449625965941
134,变形金刚3的影评 (1590),sanluya,3,2011-07-01 15:28:03,人类的好变形机器,这篇影评可能有剧透                             据说加勒比3的3D效果一般，还是激情四射跑去看了变三。之前的两部给我留下很深的印象，梅根的性感美丽无语伦比。在很长一段时间期待变三，出于想看梅根的原因难以忽视。      接着就被无情告知，梅根被当红内衣嫩模取而代之了。据说还是及其阴毒狡诈的方式。两人不合的新...                     ,1.0,,0回应,北京,0.8793176746354925
135,变形金刚3的影评 (1590),你没得选择,3,2011-07-01 15:28:03,很差,只能这么说 其实看到最后我只想fuck一点就是：美国人的hero意识真是让人汗颜，都到那啥的地步了还见他们说什么加强军事建设之类的【没认真看所以原台词说不出来】 只想吐槽就对了                     ,1.0,,0回应,,0.23270384776517083
136,变形金刚3的影评 (1590),Bill,3,2011-07-01 15:28:03,机器思维的人化,迈克尔-贝的《变形金刚》三部曲终于结束了，国内这几天的变形金刚热也如温度一般一直在高位，之前被主旋律电影挤占档期而压抑许久的观影热情完全释放了出来，于是即便是中小城市，即便是早场，也是一票难求。虽然媒体的口碑颇为一般，但是贝氏电影一贯的大场面描绘和激烈的对抗...                     ,2.0,,0回应,"Boston, United States",0.7578575108443854
137,变形金刚3的影评 (1590),邑人,3,2011-07-01 15:28:03,那什么业，这才叫大片,为了那什么业，国人足足等待了大半个月，才终于一睹《变形金刚3》的容貌，看下电影院门口排队的观众，就知道什么是真的大片。那个夸了海口票房不到8亿不下线的所谓的大片，堆砌的只是人海战术而已。第一次，你成功了，第二次，接着忽悠，于是观众就无情地抛弃了你。  一个月的...                     ,1.0,2.0,0回应,北京,0.36603127153358206
138,变形金刚3的影评 (1590),红中是个科学家,3,2011-07-01 15:28:03,变形金刚3：一部汽车人的建党伟业,今晨，有幸在第一时间观看了《变形金刚3》，一时心潮澎湃，感慨万千，心中深深的觉得这就是一部一如既往弘扬民主自由精神的主旋律影片，一部汽车人的《建党伟业》，我甚至怀疑这是不是迈克尔·贝联手斯皮尔伯格向本世纪最伟大的电影《建党伟业》的致敬之作。虽然本人平...                     ,1.0,1.0,0回应,浙江杭州,0.7146721073365114
139,变形金刚3的影评 (1590),C酱,3,2011-07-01 15:28:03,打酱油的擎天柱,这篇影评可能有剧透                        其实看完预告片我还是很激动的，变形金刚1实在太精彩，余温留存到现在。虽然事先已经在网上看到部分不好的风评，还是义无反顾的买票等座。  不过这一集实在是让人有点失望，故事情节实在太弱，加上女人又不漂亮，原意搞笑的部分也不搞笑（那个中国人还是很给力的）。总是让人觉...                     ,,,6回应,"Vancouver, Canada",0.7085923308003611
140,变形金刚3的影评 (1590),勇冠九州,4,2011-07-06 15:51:10,就是一盘三国杀,这篇影评可能有剧透                        变形金刚3是一个陆逊主公带着貂蝉庞统对战张角带领的各种武将的故事。情节就是张角装忠后大放AOE，还挂了闪电加了锁。危机时刻，主公联营苟延，貂蝉一直被乐，庞统涅槃后搞了连弩一把杀，砍了俩反贼后劲不足眼看要挂。谁知一直废柴的貂蝉终于离间张角和夏侯惇一把，于是刚烈过...                     ,1.0,,0回应,"New York City, United States",0.2164501258659074
141,变形金刚3的影评 (1590),木木,4,2011-07-06 15:51:10,美-国的主-旋-律大片,这篇影评可能有剧透                        我不是变形金刚迷，没有看过前面两部。因为宣传说：这次的是最后一部了，且采用了60帧每秒的高速摄影，我决定去看65块钱的3D版。  片子开始的部分很赞。把历史拉进来，各种真-实的历史声音、历史镜头，跟仿历史的电影镜头交织错落。有那么几个瞬间，真的以为冷-战跟擎天柱有关...                     ,1.0,,0回应,"San Diego, United States",0.9636623522093973
142,变形金刚3的影评 (1590),BS-CZ1947,4,2011-07-06 15:51:10,霸天虎可恨也可怜，汽车人很令人费解,这篇影评可能有剧透                        　　人人网时代一篇很幼稚的影评。   　　变形金刚3以其震撼的特效和简单直接的剧情，恰当好处地迎合了中国人的娱乐口味，以风卷残云之势在内地圈走10亿票房，华丽地拉开了今年疯狂的暑期档大片序幕，留下一串串票房新纪录。 　　纵观变形金刚系列三部曲，一个极其容易建立起来...                     ,,,0回应,,0.5247769793263537
143,变形金刚3的影评 (1590),精灵诘诘,4,2011-07-06 15:51:10,只看大黄蜂和擎天柱,实话说，对比前两部，变3剧情有点扯很牵强啊，怎么女主换了？没有1、2部的那个好看，重点是女主部分简直可以删了不影响剧情推进，而且一点用都没有就是一个花瓶... 依然喜欢大黄蜂，有时候蹲着有一种萌感啊！！！像个小孩子一样！擎天柱还是那么的帅（≧∇≦）而且有他在就很...                     ,6.0,,0回应,广东广州,0.5467468160842649
144,变形金刚3的影评 (1590),大梁,4,2011-07-06 15:51:10,完美终结,尽管前三部曲在豆瓣的评分持续走低，但无疑本作是前三部曲中场面最火爆，故事也最曲折的。当然，还是托了前两部的福，本作才能收获成功。 插了翅膀的擎天柱简直酷毙了！大黄蜂战斗力越来越强，爆头成为家常便饭。威震天几乎全场萎靡，前作给人当小弟，本作居然继续当小弟，到灯...                     ,,,0回应,上海,0.9362723091774877
145,变形金刚3的影评 (1590),风xiao潇jin稀cui,4,2011-07-06 15:51:10,依然震撼的变形金刚,这篇影评可能有剧透                        跟前两部相比，这一部前部分多了一些剧情，很明确交代了这一部的来龙去脉，前部分虽然激烈场面不多，但是有些剧情挺搞笑的，男主角演技很好，不过这个女主角我不是很喜欢。在爱情与正义之间男主角选择了正义，但男主角好爱女主角，御天敌背叛了擎天柱，人类真的无情与无知，赶...                     ,,,0回应,,0.9370358386412102
146,变形金刚3的影评 (1590),懒老鼠,4,2011-07-06 15:51:10,高科技很震撼，剧清有些不大经得起推敲,看完之后总体感觉就是高科技很震撼，场景很宏大，尤其是有关变形金刚们变身的时候，真的是很好很强大。每次看的时候感觉都很厉害，眼花缭乱的感觉。       但是剧清有些不大经得起推敲，尤其是大黄蜂他们被一些霸天虎抓到的时候，感觉就是一点也没反抗能力了，但是随着...                     ,,,0回应,,0.9999169059297396
